"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Native Status","Federal Noxious Status","Federal Noxious Common Name","State Noxious Status","State Noxious Common Name","Invasive"
"BRGR5","","BRGR5","Bromus grossus","L48(I)","","","","",""
"BRHO2","","BRHO2","Bromus hordeaceus","L48(I)AK(I)HI(I)CAN(I)GL(I)SPM(I)","","","","","SEEPPC"
"BRHOD","","BRHOD","Bromus hordeaceus ssp. divaricatus","L48(I)HI(I)","","","","",""
"BRHOF","","BRHOF","Bromus hordeaceus ssp. ferronii","","","","","",""
"BRHOH","","BRHOH","Bromus hordeaceus ssp. hordeaceus","L48(I)AK(I)HI(I)CAN(I)GL(I)SPM(I)","","","","",""
"BRHOP","","BRHOP","Bromus hordeaceus ssp. pseudothominii","L48(I)CAN(I)","","","","",""
"BRHOT","","BRHOT","Bromus hordeaceus ssp. thominei","L48(I)CAN(I)","","","","",""
"BRIN2","","BRIN2","Bromus inermis","L48(I,N)AK(NI)CAN(NI)GL(I)SPM(I)","","","","","NE&GP, SEEPPC, WI"
"BRINI","","BRINI","Bromus inermis ssp. inermis","L48(I)AK(I)CAN(I)GL(I)SPM(I)","","","","",""
"BRIND","","BRIND","Bromus inermis ssp. inermis var. divaricatus","L48(I)CAN(I)","","","","",""
"BRINI2","","BRINI2","Bromus inermis ssp. inermis var. inermis","L48(I)AK(I)CAN(I)GL(I)SPM(I)","","","","",""
"BRINP","","BRINP","Bromus inermis ssp. pumpellianus","L48(N)AK(N)CAN(N)SPM(N)","","","","",""
"BRINA","","BRINA","Bromus inermis ssp. pumpellianus var. arcticus","L48(N)AK(N)CAN(N)","","","","",""
"BRINP5","","BRINP5","Bromus inermis ssp. pumpellianus var. pumpellianus","L48(N)AK(N)CAN(N)SPM(N)","","","","",""
"BRIN13","","BRIN13","Bromus intermedius","","","","","",""
"BRIN14","","BRIN14","Bromus interruptus","","","","","",""
"BRKA2","","BRKA2","Bromus kalmii","L48(N)CAN(N)","","","","",""
"BRLA3","","BRLA3","Bromus laevipes","L48(N)","","","","",""
"BRLA6","","BRLA6","Bromus lanatipes","L48(N)","","","","",""
"BRLA7","","BRLA7","Bromus lanceolatus","L48(I)CAN(I)","","","","",""
"BRLAL","","BRLAL","Bromus lanceolatus var. lanuginosus","","","","","",""
"BRLA4","","BRLA4","Bromus latiglumis","L48(N)CAN(N)","","","","",""
"BRLE5","","BRLE5","Bromus lepidus","L48(I)","","","","",""
"BRMA3","","BRMA3","Bromus madritensis","L48(I)HI(I)","","","","",""
"BRMA8","","BRMA8","Bromus mango","","","","","",""
"BRMA4","","BRMA4","Bromus marginatus","L48(N)AK(I?)CAN(N)","","","","",""
"BRMA5","","BRMA5","Bromus maritimus","L48(N)","","","","",""
"BRMU4","","BRMU4","Bromus mucroglumis","L48(N)","","","","",""
"BRNO","","BRNO","Bromus nottowayanus","L48(N)CAN(N)","","","","",""
"BROR2","","BROR2","Bromus orcuttianus","L48(N)","","","","",""
"BROX3","","BROX3","Bromus oxyodon","","","","","",""
"BRPA3","","BRPA3","Bromus pacificus","L48(N)AK(N)CAN(N)","","","","",""
"BRPA18","","BRPA18","Bromus pannonicus","","","","","",""
"BRPE10","","BRPE10","Bromus pectinatus","","","","","",""
"BRPO","","BRPO","Bromus polyanthus","L48(N)CAN(N)","","","","",""
"BRPOP","","BRPOP","Bromus polyanthus var. paniculatus","L48(N)","","","","",""
"BRPOP2","","BRPOP2","Bromus polyanthus var. polyanthus","L48(N)CAN(N)","","","","",""
"BRPO2","","BRPO2","Bromus porteri","L48(N)CAN(N)","","","","",""
"BRPS9","","BRPS9","Bromus pseudodanthoniae","","","","","",""
"BRPS","","BRPS","Bromus pseudolaevipes","L48(N)","","","","",""
"BRPU6","","BRPU6","Bromus pubescens","L48(N)CAN(N)","","","","",""
"BRRA2","","BRRA2","Bromus racemosus","L48(I)AK(I)CAN(I)","","","","",""
"BRRA3","","BRRA3","Bromus ramosus","L48(I)","","","","",""
"BRRAB","","BRRAB","Bromus ramosus ssp. benekenii","","","","","",""
"BRRI7","","BRRI7","Bromus riparius","","","","","",""
"BRRU2","","BRRU2","Bromus rubens","L48(I)HI(I)","","","","","Cal-IPC"
"BRSC3","","BRSC3","Bromus scoparius","L48(I)","","","","",""
"BRSE","","BRSE","Bromus secalinus","L48(I)AK(I)HI(I)CAN(I)","","","AR(NW)","AR (cheat, chess)","SEEPPC, STATE, SWSS, WSWS"
"BRSED","","BRSED","Bromus secalinus var. decipiens","L48(I)","","","","",""
"BRSES","","BRSES","Bromus secalinus var. secalinus","L48(I)AK(I)HI(I)CAN(I)","","","","",""
"BRSE10","","BRSE10","Bromus setifolius","","","","","",""
"BRSEB","","BRSEB","Bromus setifolius var. brevifolius","","","","","",""
"BRSI","","BRSI","Bromus sitchensis","L48(N)AK(N)CAN(N)","","","","",""
"BRSQ2","","BRSQ2","Bromus squarrosus","L48(I)HI(I)CAN(I)","","","","",""
"BRSQV2","","BRSQV2","Bromus squarrosus var. villosus","","","","","",""
"BRST3","","BRST3","Bromus stamineus","L48(I)","","","","",""
"BRST10","","BRST10","Bromus stenostachyus","","","","","",""
"BRST2","","BRST2","Bromus sterilis","L48(I)HI(I)CAN(I)","","","","","SEEPPC"
"BRSU4","","BRSU4","Bromus subvelutinus","L48(N)","","","","",""
"BRSU2","","BRSU2","Bromus suksdorfii","L48(N)","","","","",""
"BRSY3","","BRSY3","Bromus syriacus","","","","","",""
"BRTE","","BRTE","Bromus tectorum","L48(I)AK(I)HI(I)CAN(I)GL(I)","","","CO(CW)CT(PIB)","CO (downy brome)CT (drooping brome-grass)","Cal-IPC, FLEPPC, HEAR, N'EAST, NE&GP, SEEPPC, STATE, SWSS, WSWS"
"BRTE2","","BRTE2","Bromus texensis","L48(N)","","","","",""
"BRTO5","","BRTO5","Bromus tomentellus","","","","","",""
"BRTO6","","BRTO6","Bromus tomentosus","","","","","",""
"BRVA4","","BRVA4","Bromus variegatus","","","","","",""
"BRVU","","BRVU","Bromus vulgaris","L48(N)CAN(N)","","","","",""
"BRONG","","BRONG","Brongniartia","L48(N)","","","","",""
"BRMI4","","BRMI4","Brongniartia minutifolia","L48(N)","","","","",""
"BROSI","","BROSI","Brosimum","L48(I)","","","","",""
"BRAL3","","BRAL3","Brosimum alicastrum","L48(I)","","","","",""
"BRALA2","","BRALA2","Brosimum alicastrum ssp. alicastrum","","","","","",""
"BRALB","","BRALB","Brosimum alicastrum ssp. bolivarense","","","","","",""
"BRGU2","","BRGU2","Brosimum guianense","","","","","",""
"BRUT","","BRUT","Brosimum utile","","","","","",""
"BROTH","","BROTH","Brothera","NA(N)","","","","",""
"BRLE10","","BRLE10","Brothera leana","NA(N)","","","","",""
"BROTH2","","BROTH2","Brotherella","NA(N)","","","","",""
"BRRE3","","BRRE3","Brotherella recurvans","NA(N)","","","","",""
"BRRO6","","BRRO6","Brotherella roellii","NA(N)","","","","",""
"BROUG","","BROUG","Broughtonia","","","","","",""
"BRDO3","","BRDO3","Broughtonia domingensis","PR(N)","","","","",""
"BROUS2","","BROUS2","Broussaisia","","","","","",""
"BRAR6","","BRAR6","Broussaisia arguta","HI(N)","","","","",""
"BROUS","","BROUS","Broussonetia","L48(I)","","","","",""
"BRKA4","","BRKA4","Broussonetia kazinoki","","","","","",""
"BRPA4","","BRPA4","Broussonetia papyrifera","L48(I)HI(I)","","","","","SEEPPC"
"BROWA","","BROWA","Browallia","L48(I,N)","","","","",""
"BRAM","","BRAM","Browallia americana","L48(I)PR(I)","","","","",""
"BREL5","","BREL5","Browallia eludens","L48(N)","","","","",""
"BRUCE","","BRUCE","Brucea","","","","","",""
"BRJA3","","BRJA3","Brucea javanica","L48(I)","","","","",""
"BRUCH","","BRUCH","Bruchia","NA(N)","","","","",""
"BRBO2","","BRBO2","Bruchia bolanderi","NA(N)","","","","",""
"BRBR8","","BRBR8","Bruchia brevifolia","NA(N)","","","","",""
"BRCA19","","BRCA19","Bruchia carolinae","NA(N)","","","","",""
"BRDR2","","BRDR2","Bruchia drummondii","NA(N)","","","","",""
"BRFL3","","BRFL3","Bruchia flexuosa","NA(N)","","","","",""
"BRFU4","","BRFU4","Bruchia fusca","NA(N)","","","","",""
"BRHA2","","BRHA2","Bruchia hallii","NA(N)","","","","",""
"BRRA5","","BRRA5","Bruchia ravenelii","NA(N)","","","","",""
"BRTE7","","BRTE7","Bruchia texana","NA(N)","","","","",""
"BRVO2","","BRVO2","Bruchia vogesiaca","NA(N)","","","","",""
"BRUGM","","BRUGM","Brugmansia","L48(I)","","","","",""
"BRCA31","","BRCA31","Brugmansia ×candida","HI(I)PR(I)","","","","",""
"BRSA3","","BRSA3","Brugmansia sanguinea","","","","","",""
"BRSU3","","BRSU3","Brugmansia suaveolens","L48(I)PR(I)","","","","",""
"BRVE9","","BRVE9","Brugmansia versicolor","L48(I)","","","","",""
"BRUGU","","BRUGU","Bruguiera","L48(I)","","","","",""
"BRGY3","","BRGY3","Bruguiera gymnorhiza","L48(I)","","","","",""
"BRPA15","","BRPA15","Bruguiera parviflora","HI(I)","","","","",""
"BRSE11","","BRSE11","Bruguiera sexangula","HI(I)","","","","",""
"BRUNE","","BRUNE","Brunellia","","","","","",""
"BRCO6","","BRCO6","Brunellia comocladiifolia","PR(N)","","","","",""
"BRCOD","","BRCOD","Brunellia comocladiifolia ssp. domingensis","PR(N)","","","","",""
"BRUNF2","","BRUNF2","Brunfelsia","","","","","",""
"BRAM4","","BRAM4","Brunfelsia americana","PR(N)VI(N)","","","","",""
"BRCH3","","BRCH3","Brunfelsia chiricaspi","","","","","",""
"BRDE4","","BRDE4","Brunfelsia densifolia","PR(N)","","","","",""
"BRGR9","","BRGR9","Brunfelsia grandiflora","","","","","",""
"BRLA5","","BRLA5","Brunfelsia lactea","PR(N)","","","","",""
"BRNI6","","BRNI6","Brunfelsia nitida","PR(I)","","","","",""
"BRPA17","","BRPA17","Brunfelsia pauciflora","","","","","",""
"BRPAC","","BRPAC","Brunfelsia pauciflora var. calycina","","","","","",""
"BRPO3","","BRPO3","Brunfelsia portoricensis","PR(N)","","","","",""
"BRUN4","","BRUN4","Brunfelsia uniflora","","","","","",""
"BRUNN2","","BRUNN2","Brunnera","L48(I)","","","","",""
"BRMA11","","BRMA11","Brunnera macrophylla","L48(I)","","","","",""
"BRUNN","","BRUNN","Brunnichia","L48(N)","","","","",""
"BROV4","","BROV4","Brunnichia ovata","L48(N)","","","","","SWSS"
"BRYA","","BRYA","Brya","","","","","",""
"BREB","","BREB","Brya ebenus","PR(I)","","","","",""
"BRYHN","","BRYHN","Bryhnia","NA(N)","","","","",""
"BRGR11","","BRGR11","Bryhnia graminicolor","NA(N)","","","","",""
"BRHU5","","BRHU5","Bryhnia hultenii","NA(N)","","","","",""
"BRNO4","","BRNO4","Bryhnia novae-angliae","NA(N)","","","","",""
"BRYOA","","BRYOA","Bryoandersonia","NA(N)","","","","",""
"BRIL","","BRIL","Bryoandersonia illecebra","NA(N)","","","","",""
"BRYOB","","BRYOB","Bryobrittonia","NA(N)","","","","",""
"BRLO3","","BRLO3","Bryobrittonia longipes","NA(N)","","","","",""
"BRYOC2","","BRYOC2","Bryocaulon","NA(N)","","","","",""
"BRDI60","","BRDI60","Bryocaulon divergens","NA(N)","","","","",""
"BRPS3","","BRPS3","Bryocaulon pseudosatoanum","NA(N)","","","","",""
"BRYOC3","","BRYOC3","Bryocrumia","NA(N)","","","","",""
"BRVI6","","BRVI6","Bryocrumia vivicolor","NA(N)","","","","",""
"BRYOE2","","BRYOE2","Bryoerythrophyllum","NA(N)","","","","",""
"BRCO13","","BRCO13","Bryoerythrophyllum columbianum","NA(N)","","","","",""
"BRFE5","","BRFE5","Bryoerythrophyllum ferruginascens","NA(N)","","","","",""
"BRIN10","","BRIN10","Bryoerythrophyllum inaequalifolium","NA(N)","","","","",""
"BRRE70","","BRRE70","Bryoerythrophyllum recurvirostre","NA(N)","","","","",""
"BRRE4","","BRRE4","Bryoerythrophyllum recurvum","NA(N)","","","","",""
"BRYOH","","BRYOH","Bryohaplocladium","NA(N)","","","","",""
"BRAN7","","BRAN7","Bryohaplocladium angustifolium","NA(N)","","","","",""
"BRMI9","","BRMI9","Bryohaplocladium microphyllum","NA(N)","","","","",""
"BRVI7","","BRVI7","Bryohaplocladium virginianum","NA(N)","","","","",""
"BRYON","","BRYON","Bryonia","L48(I)CAN(I)","","","","",""
"BRAL4","","BRAL4","Bryonia alba","L48(I)","","","WA(CBW)","WA (white bryony)","STATE"
"BRCR2","","BRCR2","Bryonia cretica","L48(I)","","","","",""
"BRDI5","","BRDI5","Bryonia dioica","L48(I)CAN(I)","","","","",""
"BRYON2","","BRYON2","Bryonora","NA(N)","","","","",""
"BRCA13","","BRCA13","Bryonora castanea","NA(N)","","","","",""
"BRCU2","","BRCU2","Bryonora curvescens","NA(N)","","","","",""
"BRPR4","","BRPR4","Bryonora pruinosa","NA(N)","","","","",""
"BRSE9","","BRSE9","Bryonora septentrionalis","NA(N)","","","","",""
"BRYOR2","","BRYOR2","Bryoria","NA(N)","","","","",""
"BRBI60","","BRBI60","Bryoria bicolor","NA(N)","","","","",""
"BRCA14","","BRCA14","Bryoria capillaris","NA(N)","","","","",""
"BRCA15","","BRCA15","Bryoria carlottae","NA(N)","","","","",""
"BRCE","","BRCE","Bryoria cervinula","NA(N)","","","","",""
"BRCH60","","BRCH60","Bryoria chalybeiformis","NA(N)","","","","",""
"BRFR60","","BRFR60","Bryoria fremontii","NA(N)","","","","",""
"BRFR6","","BRFR6","Bryoria friabilis","NA(N)","","","","",""
"BRFU3","","BRFU3","Bryoria furcellata","NA(N)","","","","",""
"BRFU60","","BRFU60","Bryoria fuscescens","NA(N)","","","","",""
"BRGL3","","BRGL3","Bryoria glabra","NA(N)","","","","",""
"BRIM","","BRIM","Bryoria implexa","NA(N)","","","","",""
"BRLA60","","BRLA60","Bryoria lanestris","NA(N)","","","","",""
"BRNA60","","BRNA60","Bryoria nadvornikiana","NA(N)","","","","",""
"BRNI60","","BRNI60","Bryoria nitidula","NA(N)","","","","",""
"BRPI8","","BRPI8","Bryoria pikei","NA(N)","","","","",""
"BRPS4","","BRPS4","Bryoria pseudocapillaris","NA(N)","","","","",""
"BRPS60","","BRPS60","Bryoria pseudofuscescens","NA(N)","","","","",""
"BRSA2","","BRSA2","Bryoria salazinica","NA(N)","","","","",""
"BRSI60","","BRSI60","Bryoria simplicior","NA(N)","","","","",""
"BRSP5","","BRSP5","Bryoria spiralifera","NA(N)","","","","",""
"BRSU6","","BRSU6","Bryoria subcana","NA(N)","","","","",""
"BRTE60","","BRTE60","Bryoria tenuis","NA(N)","","","","",""
"BRTO2","","BRTO2","Bryoria tortuosa","NA(N)","","","","",""
"BRTR10","","BRTR10","Bryoria trichodes","NA(N)","","","","",""
"BRTRA","","BRTRA","Bryoria trichodes ssp. americana","NA(N)","","","","",""
"BRTRT","","BRTRT","Bryoria trichodes ssp. trichodes","NA(N)","","","","",""
"BRYOX","","BRYOX","Bryoxiphium","NA(N)","","","","",""
"BRNO6","","BRNO6","Bryoxiphium norvegicum","NA(N)","","","","",""
"BRYUM2","","BRYUM2","Bryum","NA(N)","","","","",""
"BRAE","","BRAE","Bryum aeneum","NA(N)","","","","",""
"BRAL12","","BRAL12","Bryum algovicum","NA(N)","","","","",""
"BRALA3","","BRALA3","Bryum algovicum var. algovicum","NA(N)","","","","",""
"BRALR","","BRALR","Bryum algovicum var. rutheanum","NA(N)","","","","",""
"BRAL9","","BRAL9","Bryum alpinum","NA(N)","","","","",""
"BRAM70","","BRAM70","Bryum amblyodon","NA(N)","","","","",""
"BRAP2","","BRAP2","Bryum apiculatum","NA(N)","","","","",""
"BRAR15","","BRAR15","Bryum archangelicum","NA(N)","","","","",""
"BRAR70","","BRAR70","Bryum arcticum","NA(N)","","","","",""
"BRAR71","","BRAR71","Bryum argenteum","NA(N)","","","","","N'EAST"
"BRAX","","BRAX","Bryum axel-blyttii","NA(N)","","","","",""
"BRBI5","","BRBI5","Bryum billarderi","NA(N)","","","","",""
"BRBL","","BRBL","Bryum blindii","NA(N)","","","","",""
"BRBO3","","BRBO3","Bryum bornholmense","NA(N)","","","","",""
"BRBR9","","BRBR9","Bryum brachyneuron","NA(N)","","","","",""
"BRCA71","","BRCA71","Bryum caespiticium","NA(N)","","","","",""
"BRCA20","","BRCA20","Bryum calobryoides","NA(N)","","","","",""
"BRCA21","","BRCA21","Bryum calophyllum","NA(N)","","","","",""
"BRCA22","","BRCA22","Bryum canariense","NA(N)","","","","",""
"BRCA25","","BRCA25","Bryum capillare","NA(N)","","","","",""
"BRCAB","","BRCAB","Bryum capillare var. barbatum","NA(N)","","","","",""
"BRCAC4","","BRCAC4","Bryum capillare var. capillare","NA(N)","","","","",""
"BRCAF","","BRCAF","Bryum capillare var. ferchelii","NA(N)","","","","",""
"BRCO14","","BRCO14","Bryum coronatum","NA(N)","","","","",""
"BRCU3","","BRCU3","Bryum curvatum","NA(N)","","","","",""
"BRCY70","","BRCY70","Bryum cyclophyllum","NA(N)","","","","",""
"BRDI12","","BRDI12","Bryum dichotomum","NA(N)","","","","",""
"BRER9","","BRER9","Bryum erythroloma","NA(N)","","","","",""
"BRFL4","","BRFL4","Bryum flaccidum","NA(N)","","","","",""
"BRGE2","","BRGE2","Bryum gemmascens","NA(N)","","","","",""
"BRGE3","","BRGE3","Bryum gemmilucens","NA(N)","","","","",""
"BRGE4","","BRGE4","Bryum gemmiparum","NA(N)","","","","",""
"BRHA3","","BRHA3","Bryum hagenii","NA(N)","","","","",""
"BRIN11","","BRIN11","Bryum incrassatolimbatum","NA(N)","","","","",""
"BRKL2","","BRKL2","Bryum klinggraeffii","NA(N)","","","","",""
"BRKN2","","BRKN2","Bryum knowltonii","NA(N)","","","","",""
"BRLI3","","BRLI3","Bryum lisae","NA(N)","","","","",""
"BRLIC70","","BRLIC70","Bryum lisae var. cuspidatum","NA(N)","","","","",""
"BRLO4","","BRLO4","Bryum lonchocaulon","NA(N)","","","","",""
"BRLO6","","BRLO6","Bryum longisetum","NA(N)","","","","",""
"BRLOL2","","BRLOL2","Bryum longisetum var. labradorense","NA(N)","","","","",""
"BRLOL","","BRLOL","Bryum longisetum var. longisetum","NA(N)","","","","",""
"BRMA9","","BRMA9","Bryum marratii","NA(N)","","","","",""
"BRME2","","BRME2","Bryum meesioides","NA(N)","","","","",""
"BRMI10","","BRMI10","Bryum microchaeton","NA(N)","","","","",""
"BRMI11","","BRMI11","Bryum miniatum","NA(N)","","","","",""
"BRMU6","","BRMU6","Bryum muehlenbeckii","NA(N)","","","","",""
"BRNI3","","BRNI3","Bryum nitidulum","NA(N)","","","","",""
"BROB3","","BROB3","Bryum oblongum","NA(N)","","","","",""
"BRPA70","","BRPA70","Bryum pallens","NA(N)","","","","",""
"BRPA14","","BRPA14","Bryum pallescens","NA(N)","","","","",""
"BRPS5","","BRPS5","Bryum pseudocapillare","NA(N)","","","","",""
"BRPS70","","BRPS70","Bryum pseudotriquetrum","NA(N)","","","","",""
"BRPU12","","BRPU12","Bryum purpurascens","NA(N)","","","","",""
"BRPY","","BRPY","Bryum pyriferum","NA(N)","","","","",""
"BRRA6","","BRRA6","Bryum radiculosum","NA(N)","","","","",""
"BRRE5","","BRRE5","Bryum reedii","NA(N)","","","","",""
"BRRI6","","BRRI6","Bryum riparium","NA(N)","","","","",""
"BRRU6","","BRRU6","Bryum rubens","NA(N)","","","","",""
"BRRU7","","BRRU7","Bryum ruderale","NA(N)","","","","",""
"BRRU8","","BRRU8","Bryum rutilans","NA(N)","","","","",""
"BRSA4","","BRSA4","Bryum salinum","NA(N)","","","","",""
"BRSC7","","BRSC7","Bryum schleicheri","NA(N)","","","","",""
"BRST6","","BRST6","Bryum stirtonii","NA(N)","","","","",""
"BRSU9","","BRSU9","Bryum subapiculatum","NA(N)","","","","",""
"BRSU10","","BRSU10","Bryum subneodamense","NA(N)","","","","",""
"BRTE8","","BRTE8","Bryum tenuisetum","NA(N)","","","","",""
"BRTE9","","BRTE9","Bryum teres","NA(N)","","","","",""
"BRTU2","","BRTU2","Bryum turbinatum","NA(N)","","","","",""
"BRUL2","","BRUL2","Bryum uliginosum","NA(N)","","","","",""
"BRVI8","","BRVI8","Bryum violaceum","NA(N)","","","","",""
"BRWA2","","BRWA2","Bryum warneum","NA(N)","","","","",""
"BRWE70","","BRWE70","Bryum weigelii","NA(N)","","","","",""
"BRWR70","","BRWR70","Bryum wrightii","NA(N)","","","","",""
"BUCEG","","BUCEG","Bucegia","NA(N)","","","","",""
"BURO2","","BURO2","Bucegia romanica","NA(N)","","","","",""
"BUCHA","","BUCHA","Buchanania","","","","","",""
"BUEN","","BUEN","Buchanania engleriana","L48(N)","","","","",""
"BULA8","","BULA8","Buchanania latifolia","","","","","",""
"BUPA16","","BUPA16","Buchanania palawensis","L48(N)","","","","",""
"BUCHE","","BUCHE","Buchenavia","","","","","",""
"BUTE4","","BUTE4","Buchenavia tetraphylla","PR(N)VI(N)","","","","",""
"BUCHN","","BUCHN","Buchnera","L48(N)CAN(N)","","","","",""
"BUAM","","BUAM","Buchnera americana","L48(N)PR(N)CAN(N)","","","","",""
"BULO","","BULO","Buchnera longifolia","L48(N)PR(N)","","","","",""
"BUOB3","","BUOB3","Buchnera obliqua","L48(N)","","","","",""
"BUPU","","BUPU","Buchnera pusilla","HI(I)","","","","",""
"BUCID","","BUCID","Bucida","L48(N)","","","","",""
"BUBU","","BUBU","Bucida buceras","L48(N)PR(N)VI(N)","","","","",""
"BUMO","","BUMO","Bucida molinetii","L48(N)","","","","",""
"BUCKL","","BUCKL","Buckleya","L48(N)","","","","",""
"BUDI","","BUDI","Buckleya distichophylla","L48(N)","","","","",""
"BUDDL2","","BUDDL2","Buddleja","L48(I,N)CAN(I)","","","","",""
"BUAL","","BUAL","Buddleja alternifolia","L48(I)","","","","",""
"BUAS","","BUAS","Buddleja asiatica","HI(I)","","","","",""
"BUDA2","","BUDA2","Buddleja davidii","L48(I)HI(I)PR(I)CAN(I)","","","OR(BDW, Q)WA(CCW)","OR (butterfly bush)WA (butterfly bush)","STATE"
"BUGL6","","BUGL6","Buddleja globosa","","","","","",""
"BULI","","BULI","Buddleja lindleyana","L48(I)","","","","",""
"BUMA80","","BUMA80","Buddleja madagascariensis","L48(I)HI(I)PR(I)","","","","",""
"BUMA","","BUMA","Buddleja marrubiifolia","L48(N)","","","","",""
"BUOF","","BUOF","Buddleja officinalis","L48(I)","","","","",""
"BURA","","BURA","Buddleja racemosa","L48(N)","","","","",""
"BURAI2","","BURAI2","Buddleja racemosa ssp. incana","L48(N)","","","","",""
"BURAR","","BURAR","Buddleja racemosa ssp. racemosa","L48(N)","","","","",""
"BUSA","","BUSA","Buddleja saligna","L48(I)","","","","",""
"BUSC","","BUSC","Buddleja scordioides","L48(N)","","","","",""
"BUSE","","BUSE","Buddleja sessiliflora","L48(N)","","","","",""
"BUUT","","BUUT","Buddleja utahensis","L48(N)","","","","",""
"BUELL","","BUELL","Buellia","NA(N)","","","","",""
"BUAD","","BUAD","Buellia adjuncta","NA(N)","","","","",""
